Open,High,Low,Close,Volume
2020-09-10,219.2600,221.5900,214.9200,214.9700,2553100
2020-09-09,214.1700,221.0650,214.1700,220.0000,1917885
2020-09-08,211.6300,213.0800,207.3500,213.0000,1922220
2020-09-04,215.2300,216.2900,208.0000,212.5200,2012650
2020-09-03,221.2900,223.7100,213.7900,216.7200,1983629
2020-09-02,221.0000,225.3800,220.2800,223.7400,1283569
2020-09-01,223.9400,224.0700,217.9200,220.0900,1329943
2020-08-31,217.2900,224.3500,217.2900,223.5000,1675099
2020-08-28,219.9900,220.7000,215.6200,217.1300,1879839
2020-08-27,220.1800,223.4000,219.4000,220.6900,1301342
2020-08-26,218.8600,220.7800,217.7592,220.2900,2533616
2020-08-25,222.9800,223.2300,218.7300,219.1700,2350689
2020-08-24,227.3300,227.3300,221.9600,223.1300,1737287
2020-08-21,228.5900,228.5900,225.5500,226.3300,997925
2020-08-20,228.1600,229.2250,226.6900,228.3000,1146327
2020-08-19,228.6800,229.6300,226.2400,227.9400,732456
2020-08-18,226.0000,229.2000,222.3900,228.1700,1480912
2020-08-17,224.2500,227.8659,224.2500,226.7800,1339806
2020-08-14,223.9600,225.4800,223.7500,224.2500,935311
2020-08-13,226.6500,227.6400,224.2700,224.7000,1054653
2020-08-12,223.5200,228.6000,223.2600,226.9500,1244996
2020-08-11,231.8400,231.8900,221.7050,222.3000,2104195
2020-08-10,237.8700,237.9400,232.4000,233.3600,855137
2020-08-07,235.7700,238.2300,235.6100,237.4900,981590
2020-08-06,236.9600,238.2200,234.5911,236.1500,1826159
2020-08-05,238.1900,239.8700,234.3198,237.1600,1394346
2020-08-04,231.9000,238.4100,231.9000,237.7400,2001586
2020-08-03,230.2200,234.1500,227.6755,231.9600,3719061
2020-07-31,233.2500,238.0000,233.0400,236.5100,2866968
2020-07-30,232.0000,233.0000,229.6400,231.2600,821370
2020-07-29,229.5500,232.2700,228.8200,231.0000,912991
2020-07-28,228.9800,230.4700,227.6000,228.5500,717595
2020-07-27,226.8000,230.0200,226.8000,229.2200,785430
2020-07-24,227.5000,228.9450,225.7500,227.0400,730196
2020-07-23,229.1100,232.2100,227.5600,227.8400,956314
2020-07-22,227.4200,227.7500,224.4700,227.5500,815413
2020-07-21,228.0000,228.5900,225.6400,226.7300,888223
2020-07-20,228.0000,229.1100,226.5000,227.7400,748801
2020-07-17,229.1200,230.7200,227.5100,228.3800,1275827
2020-07-16,226.2400,229.1600,225.5900,227.9100,907923
2020-07-15,226.7300,229.0000,224.0600,225.5000,1573847
2020-07-14,225.9900,230.6800,225.5000,230.5200,1087122
2020-07-13,230.5700,232.1000,225.0400,225.7400,1246648
2020-07-10,229.2500,230.5300,227.5600,229.7600,892840
2020-07-09,225.3600,230.2800,225.3600,229.5000,966407
2020-07-08,224.4600,226.7300,223.1100,225.5700,1110619
2020-07-07,220.7400,224.9800,220.5200,223.8100,1266566
2020-07-06,222.7900,223.4600,219.1000,221.4200,1368670
2020-07-02,220.8600,224.5500,220.8100,222.1600,1660491
2020-07-01,218.2300,220.2200,216.8000,219.5700,1099875
2020-06-30,219.5900,221.7000,216.5000,219.3700,1811561
2020-06-29,216.0000,218.2000,215.3100,217.5800,974276
2020-06-26,216.5000,218.0000,215.2400,215.3000,1723302
2020-06-25,214.5200,216.7500,210.6500,214.9200,1632448
2020-06-24,212.9800,215.3000,211.6900,212.0300,1855526
2020-06-23,217.0700,217.9400,212.9200,213.3800,1517034
2020-06-22,218.4400,218.8700,216.5900,216.9000,1348585
2020-06-19,218.1700,219.3800,215.8500,217.6400,3070073
2020-06-18,212.9400,215.5500,212.1000,214.5900,1626986
